row,repository,group,component,state,evidence,snapshot,source_paths
Phronesis,phronesis,Languages and research,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",src/abi/Types.idr; src/abi/phronesis-abi.ipkg; verification/README.adoc
Phronesis,phronesis,Languages and research,Standard library,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",examples/test_stdlib.exs; lib/phronesis/stdlib/bgp.ex; lib/phronesis/stdlib/consensus.ex
Phronesis,phronesis,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",
Phronesis,phronesis,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",.machine_readable/6a2/ECOSYSTEM.a2ml; lib/phronesis/package_manager.ex; lib/phronesis/package_manager/manifest.ex
Phronesis,phronesis,Languages and research,Unit / conformance tests,!,Unknown names can receive :any; compiler/proof/benchmark claim extractors return empty lists. Dependency/toolchain failures prevented a full test run; REPORT output does not ensure delivery.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",.github/workflows/conformance.yml; conformance/invalid/i01_missing_end.phr; conformance/invalid/i02_bad_action.phr
Phronesis,phronesis,Languages and research,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",test/fuzz/lexer_fuzz_test.exs; test/fuzz/parser_fuzz_test.exs; test/property_test.exs
Phronesis,phronesis,Languages and research,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",academic/formal-verification/agda/Phronesis.agda; academic/formal-verification/agda/PhronesisEcho.agda; academic/formal-verification/coq/Phronesis.v
Phronesis,phronesis,Languages and research,Proof / runtime correspondence,!,Unknown names can receive :any; compiler/proof/benchmark claim extractors return empty lists. Dependency/toolchain failures prevented a full test run; REPORT output does not ensure delivery.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",academic/proofs/proof-theory/curry-howard-correspondence.adoc
Phronesis,phronesis,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",.github/workflows/casket-pages.yml; .github/workflows/codeql.yml; .github/workflows/conformance.yml
Phronesis,phronesis,Languages and research,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",bench/bench_lexer.exs; bench/bench_parser.exs; examples/profile_example.phr
Phronesis,phronesis,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"f1e14edc9076b8d916ecb9f1c42983a232b8cc66; ## main...origin/main [ahead 2, behind 7]",manifest.scm
Oikos language,oikos-economics-accounting-dsl,Languages and research,Syntax,D,Accounting DSL source and Godley validation inspected.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],oikos-syntax/Cargo.toml; oikos-syntax/src/account.rs; oikos-syntax/src/dimension.rs
Oikos language,oikos-economics-accounting-dsl,Languages and research,Semantics,!,Godley check sums signs rather than symbolic quantities; Ephapax desugaring reports NotAvailable. Do not infer validated economic identities or a working lowering.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Type checker,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Ownership / effects,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],.github/workflows/secret-scanner.yml; oikos-parser/src/lexer.rs
Oikos language,oikos-economics-accounting-dsl,Languages and research,Parser,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],oikos-parser/Cargo.toml; oikos-parser/src/error.rs; oikos-parser/src/lexer.rs
Oikos language,oikos-economics-accounting-dsl,Languages and research,Elaboration / IR,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],oikos-desugar/Cargo.toml; oikos-desugar/src/error.rs; oikos-desugar/src/lib.rs
Oikos language,oikos-economics-accounting-dsl,Languages and research,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Interpreter / runner,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Compiler / build,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Meta-compiler,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Code generators,!,Godley check sums signs rather than symbolic quantities; Ephapax desugaring reports NotAvailable. Do not infer validated economic identities or a working lowering.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,FFI / ABI / verifier,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Aggregate library,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],docs/alib-aggregate-bridge.adoc
Oikos language,oikos-economics-accounting-dsl,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],.machine_readable/6a2/ECOSYSTEM.a2ml
Oikos language,oikos-economics-accounting-dsl,Languages and research,Unit / conformance tests,T,Rust workspace tests passed for the inspected DSL snapshot.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],oikos-check/tests/cross_ref.rs; oikos-check/tests/currency.rs; oikos-check/tests/fixtures.rs
Oikos language,oikos-economics-accounting-dsl,Languages and research,Property tests / fuzzing,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Formal model / proofs,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Proof / runtime correspondence,!,Godley check sums signs rather than symbolic quantities; Ephapax desugaring reports NotAvailable. Do not infer validated economic identities or a working lowering.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],.github/workflows/cargo-audit.yml; .github/workflows/casket-pages.yml; .github/workflows/ci.yml
Oikos language,oikos-economics-accounting-dsl,Languages and research,Benchmarks / measurement,?,No sufficient component assessment in this audit. This is not a claim of absence.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],
Oikos language,oikos-economics-accounting-dsl,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,b2055a6de8c99d6bde057b1870661d9ba238743b; ## main...origin/main [ahead 6],manifest.scm
ErrorLang,error-lang,Languages and research,Syntax,D,Error-oriented language documents reviewed. The claimed 100% verification was not established by an exhaustive function/dependency audit.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",docs/Grammar-ru.ebnf; docs/Grammar.ebnf; spec/grammar.ebnf
ErrorLang,error-lang,Languages and research,Semantics,D,Error-oriented language documents reviewed. The claimed 100% verification was not established by an exhaustive function/dependency audit.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",spec/axiomatic-semantics.md; spec/operational-semantics.md
ErrorLang,error-lang,Languages and research,Type checker,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",compiler/src/TypeChecker.affine
ErrorLang,error-lang,Languages and research,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",.github/workflows/affinescript-check.yml; compiler/src/Analyzer.affine; compiler/src/Bytecode.affine
ErrorLang,error-lang,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",compiler/src/IncrementalLexer.affine; compiler/src/Lexer.affine
ErrorLang,error-lang,Languages and research,Parser,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",compiler/src/IncrementalParser.affine; compiler/src/Parser.affine; docs/Grammar-ru.ebnf
ErrorLang,error-lang,Languages and research,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,LSP / debugger,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",tools/lsp/Cargo.toml; tools/lsp/src/backend.rs; tools/lsp/src/main.rs
ErrorLang,error-lang,Languages and research,Interpreter / runner,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",cli/runtime.js; compiler/src/VM.affine
ErrorLang,error-lang,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Compiler / build,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",compiler/error-lang-ast/Cargo.lock; compiler/error-lang-ast/Cargo.toml; compiler/error-lang-ast/src/lib.rs
ErrorLang,error-lang,Languages and research,Meta-compiler,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Code generators,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",compiler/src/Codegen.affine; tools/lsp/src/backend.rs
ErrorLang,error-lang,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",ffi/zig/build.zig; ffi/zig/src/main.zig; ffi/zig/test/integration_test.zig
ErrorLang,error-lang,Languages and research,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",.machine_readable/6a2/ECOSYSTEM.a2ml; docs/Error-Ecosystem-Vision.adoc
ErrorLang,error-lang,Languages and research,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",conformance/invalid/i01_missing_end.err; conformance/invalid/i02_bad_let.err; conformance/invalid/i03_unclosed_string.err
ErrorLang,error-lang,Languages and research,Property tests / fuzzing,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Formal model / proofs,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Proof / runtime correspondence,!,No evidence here supports whole-implementation verification; retain individual theorem and runtime boundaries.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",.github/workflows/affinescript-check.yml; .github/workflows/casket-pages.yml; .github/workflows/codeql.yml
ErrorLang,error-lang,Languages and research,Benchmarks / measurement,?,No sufficient component assessment in this audit. This is not a claim of absence.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",
ErrorLang,error-lang,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,"80e69bfcb7877962e427a1e77c151fe0bf430ee3; ## main...origin/main [ahead 26, behind 3]",manifest.scm
Anvomidav,anvomidav,Languages and research,Syntax,D,Figure-skating/domain validation approach reviewed; broad compiler/toolchain status remains unassessed.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Semantics,D,Figure-skating/domain validation approach reviewed; broad compiler/toolchain status remains unassessed.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Type checker,!,A literal ExUnit assertion is not a domain validator. The inspected seven-jump rule is stale for the relevant 2026/27 Skate Canada update.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Ownership / effects,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,.github/workflows/secret-scanner.yml
Anvomidav,anvomidav,Languages and research,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Interpreter / runner,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Compiler / build,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Meta-compiler,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,FFI / ABI / verifier,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Other libraries / packages,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Unit / conformance tests,!,A literal ExUnit assertion is not a domain validator. The inspected seven-jump rule is stale for the relevant 2026/27 Skate Canada update.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,test/anvomidav_spec_test.exs
Anvomidav,anvomidav,Languages and research,Property tests / fuzzing,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Formal model / proofs,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,.github/workflows/codeql.yml; .github/workflows/dependabot-automerge.yml; .github/workflows/governance.yml
Anvomidav,anvomidav,Languages and research,Benchmarks / measurement,?,No sufficient component assessment in this audit. This is not a claim of absence.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,
Anvomidav,anvomidav,Languages and research,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,c959ea3d42c64f55357bb6501a42501f3e74f135; ## main...origin/main,guix.scm
TypeZero / typefix-zero,typefix-zero,Languages and research,Syntax,D,Owner-described total declarative / partial imperative and universe/lower-calculus research direction. Public implementation detail is not exported from private scope.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Semantics,D,Owner-described total declarative / partial imperative and universe/lower-calculus research direction. Public implementation detail is not exported from private scope.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Type checker,!,Research boundary: no checked implementation is established here; a bounded observer must distinguish unknown from proven divergence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Ownership / effects,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Lexer,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Interpreter / runner,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Compiler / build,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Meta-compiler,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,FFI / ABI / verifier,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Other libraries / packages,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Unit / conformance tests,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Property tests / fuzzing,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
TypeZero / typefix-zero,typefix-zero,Languages and research,Formal model / proofs,?,No sufficient component assessment in this audit. This is not a claim of absence.,"b766a67e3504db3048ab8e45980a90b8a8b9690d; ## main...origin/main [ahead 12, behind 12]",
